"","X","address","city_or_county","date","incident_url","latitude","longitude","n_injured","n_killed"
"4243",2382,"Easy Street and Chester Avenue","Opelika","2015-03-18","http://www.gunviolencearchive.org/incident/309420",32.6581,-85.3693,1,0
"4244",2499,"County Road 249","Lawrence County","2015-03-19","http://www.gunviolencearchive.org/incident/310438",34.3367,-87.2001,0,1
"4245",2501,"Eli Circle","Harvest","2015-03-19","http://www.gunviolencearchive.org/incident/310442",34.8536,-86.7331,0,0
"4246",2595,"Skyland Boulevard","Tuscaloosa","2015-03-20","http://www.gunviolencearchive.org/incident/310398",33.1672,-87.5334,1,0
"4247",2650,"1000 block of Tuscaloosa Avenue","Birmingham","2015-03-20","http://www.gunviolencearchive.org/incident/310395",33.4963,-86.8484,0,1
"4248",2770,"700 Running Brook Road","Hoover","2015-03-21","http://www.gunviolencearchive.org/incident/311768",33.4194,-86.816,0,1
"4249",2773,"Ragan Drive","Anniston","2015-03-21","http://www.gunviolencearchive.org/incident/311784",33.6508,-85.9013,1,1
"4250",2811,"100 block of Chester Avenue","Opelika","2015-03-21","http://www.gunviolencearchive.org/incident/310913",32.6582,-85.3695,2,0
"4251",2855,"5400 block of South Park Avenue","Dothan","2015-03-21","http://www.gunviolencearchive.org/incident/310830",31.1665,-85.44,1,0
"4252",2883,"3800 block of Libery Square","Montgomery","2015-03-22","http://www.gunviolencearchive.org/incident/311762",32.3244,-86.2324,1,0
"4253",2891,"Lee County Road 730","Cusseta","2015-03-22","http://www.gunviolencearchive.org/incident/311796",32.7198,-85.263,0,1
"4254",2895,"East Broad Street","Gadsden","2015-03-22","http://www.gunviolencearchive.org/incident/311815",33.9922,-85.9741,1,0
"4255",3085,"Legacy Springs","Odenville","2015-03-23","http://www.gunviolencearchive.org/incident/311807",33.6773,-86.3966,0,0
"4256",3120,"","Mobile","2015-03-24","http://www.gunviolencearchive.org/incident/314595",30.6965,-88.044,0,0
"4257",3144,"Shady Grove Road over Village Creek","Mulga","2015-03-24","http://www.gunviolencearchive.org/incident/314432",33.5498,-86.9742,0,1
"4258",3402,"8400 Airport Boulevard","Mobile","2015-03-25","http://www.gunviolencearchive.org/incident/314576",30.6755,-88.246,0,0
"4259",3404,"Highway 72 and Academy Drive","Huntsville","2015-03-25","http://www.gunviolencearchive.org/incident/314584",34.7618,-86.5792,1,0
"4260",3426,"6000 block of Oakleigh Road","Montgomery","2015-03-26","http://www.gunviolencearchive.org/incident/314580",32.308,-86.225,1,0
"4261",3428,"Brookline Avenue","Decatur","2015-03-26","http://www.gunviolencearchive.org/incident/314586",34.5814,-87.0355,0,0
"4262",3430,"","Dothan","2015-03-26","http://www.gunviolencearchive.org/incident/314589",31.1815,-85.3961,1,0
"4263",3431,"Race Street","Selma","2015-03-26","http://www.gunviolencearchive.org/incident/314592",32.4211,-86.997,1,0
"4264",3471,"1000 block of Avenue J","Huntsville","2015-03-26","http://www.gunviolencearchive.org/incident/313257",33.5781,-86.7817,2,0
"4265",3518,"County Road 542","Hanceville","2015-03-26","http://www.gunviolencearchive.org/incident/314435",34.0601,-86.7119,1,0
"4266",3618,"","Anniston","2015-03-27","http://www.gunviolencearchive.org/incident/318249",33.6586,-85.8594,0,1
"4267",3642,"1700 block of Windsor Boulevard","Homewood","2015-03-27","http://www.gunviolencearchive.org/incident/314596",33.468,-86.7959,0,0
"4268",3643,"1700 block of Saulter Road","Homewood","2015-03-27","http://www.gunviolencearchive.org/incident/314597",33.468,-86.7963,0,0
"4269",3645,"100 Martin Street","Mobile","2015-03-27","http://www.gunviolencearchive.org/incident/314438",30.6955,-88.1109,0,1
"4270",3673,"Rocky Ford Point Rd","Cedar Bluff","2015-03-27","http://www.gunviolencearchive.org/incident/709268",34.2154,-85.5719,0,1
"4271",3755,"Bailey Springs Road","Lauderdale County","2015-03-28","http://www.gunviolencearchive.org/incident/315848",34.8548,-87.6042,0,0
"4272",3830,"Old Madison Pike and Hughes Road","Madison County","2015-03-28","http://www.gunviolencearchive.org/incident/314588",34.7067,-86.742,0,0
"4273",3835,"Oglesby Street","Greenville","2015-03-28","http://www.gunviolencearchive.org/incident/314442",31.8203,-86.6252,0,1
"4274",3896,"3103 Mundy Street","Tuskegee","2015-03-29","http://www.gunviolencearchive.org/incident/315845",32.4062,-85.724,0,1
"4275",3921,"Appleby Boulevard","Florence","2015-03-29","http://www.gunviolencearchive.org/incident/315520",34.8199,-87.694,0,0
"4276",3940,"Garvie Lee Drive","Walker County","2015-03-29","http://www.gunviolencearchive.org/incident/316804",33.8588,-87.222,0,1
"4277",4079,"Sandusky School","Jefferson County","2015-03-30","http://www.gunviolencearchive.org/incident/315501",33.5404,-86.8869,1,0
"4278",4213,"Forrest Avenue","Brewton","2015-03-31","http://www.gunviolencearchive.org/incident/319392",31.0884,-86.9878,0,1
"4279",4238,"I-65","Warrior","2015-03-31","http://www.gunviolencearchive.org/incident/316779",33.8418,-86.8251,1,0
"4280",4241,"Crestwood Boulevard","Birmingham","2015-03-31","http://www.gunviolencearchive.org/incident/316800",33.5311,-86.7125,0,0
"4281",17,"Bayreuth Drive","Huntsville","2014-03-01","http://www.gunviolencearchive.org/incident/120161",34.6391,-86.5464,1,0
"4282",19,"1500 block of Seton Avenue SE","Decatur","2014-03-01","http://www.gunviolencearchive.org/incident/111603",34.5841,-86.9596,0,1
"4283",25,"Azalea Road and Cottage Hill Road","Mobile","2014-03-01","http://www.gunviolencearchive.org/incident/111181",30.653,-88.1399,0,1
"4284",57,"2400 block of Dry Creek Road","Pell City","2014-03-01","http://www.gunviolencearchive.org/incident/111670",33.5643,-86.3074,0,1
"4285",97,"900 block of Erie Street ","Birmingham","2014-03-01","http://www.gunviolencearchive.org/incident/111676",33.5037,-86.9178,1,1
"4286",160,"","Selma","2014-03-02","http://www.gunviolencearchive.org/incident/112972",32.419,-87.0346,0,0
"4287",161,"4141 US-278 E","Cullman","2014-03-02","http://www.gunviolencearchive.org/incident/111559",34.1777,-86.7337,0,1
"4288",178,"300 block of Opelika Road ","Auburn","2014-03-02","http://www.gunviolencearchive.org/incident/117717",32.6119,-85.4768,0,0
"4289",291,"Interstate 59","Birmingham","2014-03-03","http://www.gunviolencearchive.org/incident/111684",33.5472,-86.7817,1,0
"4290",295,"700 block of Woodrow Street","Montgomery","2014-03-03","http://www.gunviolencearchive.org/incident/111678",32.357,-86.3185,1,0
"4291",299,"7850 Highway 72","Madison","2014-03-03","http://www.gunviolencearchive.org/incident/111667",34.7536,-86.7434,0,0
"4292",356,"Shields Road","Huntsville","2014-03-04","http://www.gunviolencearchive.org/incident/112235",34.7884,-86.5186,0,0
"4293",382,"Memorial Parkway","Huntsville","2014-03-04","http://www.gunviolencearchive.org/incident/112196",34.7691,-86.5864,0,0
"4294",403,"Wealthy Street","Mobile","2014-03-05","http://www.gunviolencearchive.org/incident/112982",30.726,-88.1056,3,0
"4295",412,"2600 block of Wealthy Street ","Mobile","2014-03-05","http://www.gunviolencearchive.org/incident/112229",30.7274,-88.1047,0,1
"4296",513,"Interstate 85","Opelika","2014-03-06","http://www.gunviolencearchive.org/incident/112902",32.6549,-85.3453,1,0
"4297",524,"11700 Memorial Parkway","Huntsville","2014-03-06","http://www.gunviolencearchive.org/incident/112602",34.6172,-86.5674,2,0
"4298",795,"800 block of Cole Drive ","Huntsville","2014-03-08","http://www.gunviolencearchive.org/incident/114214",34.6711,-86.5591,0,0
"4299",823,"200 block of Mc Donald Avenue","Selma","2014-03-08","http://www.gunviolencearchive.org/incident/114221",32.4375,-87.0439,0,0
"4300",831,"3100 Houston County Road 55","Ashford","2014-03-08","http://www.gunviolencearchive.org/incident/201874",31.1426,-85.2499,0,2
"4301",833,"4727 US-280","Alexander City","2014-03-08","http://www.gunviolencearchive.org/incident/113626",32.9168,-85.9528,0,1
"4302",854,"900 block of 17th Street SW","Birmingham","2014-03-09","http://www.gunviolencearchive.org/incident/113250",33.4843,-86.861,0,1
"4303",869,"George Street","Decatur","2014-03-09","http://www.gunviolencearchive.org/incident/113427",34.5315,-87.0657,2,0
"4304",870,"2200 block of Carolina Avenue","Bessemer","2014-03-09","http://www.gunviolencearchive.org/incident/113901",33.404,-86.9474,1,0
"4305",899,"705 Boll Weevil Circle","Enterprise","2014-03-09","http://www.gunviolencearchive.org/incident/113659",31.3343,-85.8583,0,0
"4306",926,"204 12th Avenue Southwest","Decatur","2014-03-09","http://www.gunviolencearchive.org/incident/114631",34.6031,-87.0027,0,0
"4307",945," 900 block of Cheha Drive","Prichard","2014-03-09","http://www.gunviolencearchive.org/incident/114227",30.7437,-88.0717,1,0
"4308",949,"6100 block of Blocton Avenue","Birmingham","2014-03-09","http://www.gunviolencearchive.org/incident/114224",33.4382,-86.9326,0,1
"4309",1001,"400 block of Winona Street","Florence","2014-03-10","http://www.gunviolencearchive.org/incident/134692",34.8158,-87.6772,1,0
"4310",1017,"Thornmor Drive and Magna Carta Place","Huntsville","2014-03-10","http://www.gunviolencearchive.org/incident/114142",34.6221,-86.5766,0,1
"4311",1033,"5380 Atlanta Hwy","Montgomery","2014-03-10","http://www.gunviolencearchive.org/incident/113916",32.3816,-86.2241,0,1
"4312",1041,"Shady Grove Rd and Alabama 269","Bessemer (Hueytown)","2014-03-10","http://www.gunviolencearchive.org/incident/113629",33.4294,-86.9869,0,0
"4313",1044,"854 Downtowner Blvd","Mobile","2014-03-10","http://www.gunviolencearchive.org/incident/113988",30.6722,-88.1402,0,0
"4314",1107,"100 block of Chalkville Manor Dr","Birmingham","2014-03-11","http://www.gunviolencearchive.org/incident/113999",33.6425,-86.6585,1,0
"4315",1111,"Bayou Jonas Dr.","Coden","2014-03-11","http://www.gunviolencearchive.org/incident/114041",30.3928,-88.1543,0,1
"4316",1129,"Winona Street","Florence","2014-03-11","http://www.gunviolencearchive.org/incident/114139",34.8172,-87.6761,1,0
"4317",1152,"200 block of 4th Terrace North","Birmingham","2014-03-11","http://www.gunviolencearchive.org/incident/113894",33.5081,-86.857,3,0
"4318",1183,"White Gaps Road ","Jacksonville","2014-03-11","http://www.gunviolencearchive.org/incident/114002",33.7872,-85.7224,0,0
"4319",1280,"CR 1966","Crossville","2014-03-12","http://www.gunviolencearchive.org/incident/114131",34.3409,-86.1036,1,0
"4320",1298,"551 Selma Road","Bessemer","2014-03-13","http://www.gunviolencearchive.org/incident/114879",33.429,-86.9387,0,0
"4321",1302,"Upper Kingston Road","Prattville","2014-03-13","http://www.gunviolencearchive.org/incident/114876",32.498,-86.4719,1,0
"4322",1350,"4801 US-43","Killen","2014-03-13","http://www.gunviolencearchive.org/incident/114624",34.9161,-87.5319,0,0
"4323",1368,"Pulaski Pike and Stanley Drive","Huntsville","2014-03-13","http://www.gunviolencearchive.org/incident/114779",34.7322,-86.6003,0,0
"4324",1551,"200 block of North Pickett Street","Autaugaville","2014-03-15","http://www.gunviolencearchive.org/incident/115257",32.4335,-86.6529,0,1
"4325",1647,"500 52nd Street","Fairfield","2014-03-16","http://www.gunviolencearchive.org/incident/115444",33.486,-86.9107,0,1
"4326",1674,"5500 block of McWaine Dr","Bessemer","2014-03-16","http://www.gunviolencearchive.org/incident/116108",33.3473,-87.0229,0,2
"4327",1708,"3200 block of Delicado Drive","Huntsville","2014-03-16","http://www.gunviolencearchive.org/incident/115687",34.7663,-86.6441,1,0
"4328",1724,"Ewing Avenue","Gadsden","2014-03-16","http://www.gunviolencearchive.org/incident/116126",34.0409,-85.9728,2,0
"4329",1737,"4232 Myrtlewood Drive N.W.","Huntsville","2014-03-16","http://www.gunviolencearchive.org/incident/115393",34.7381,-86.6328,0,0
"4330",1864,"County Road 10","Florence","2014-03-17","http://www.gunviolencearchive.org/incident/116064",34.9907,-87.8176,0,2
"4331",1974,"Howard Street","Talladega","2014-03-18","http://www.gunviolencearchive.org/incident/116889",33.4426,-86.1161,0,1
"4332",2013,"1915 Fourth Ave. N.","Birmingham","2014-03-19","http://www.gunviolencearchive.org/incident/116615",33.5165,-86.8087,0,1
"4333",2024,"100 Ann St","Montgomery","2014-03-19","http://www.gunviolencearchive.org/incident/120655",32.3808,-86.2735,1,0
"4334",2027,"Pratt St & 3rd St S","Birmingham","2014-03-19","http://www.gunviolencearchive.org/incident/116939",33.4344,-86.9239,0,1
"4335",2029,"201 North Main Street","Tuscumbia","2014-03-19","http://www.gunviolencearchive.org/incident/117711",34.7331,-87.7037,0,0
"4336",2094,"900 West South Blvd. ","Montgomery","2014-03-19","http://www.gunviolencearchive.org/incident/120659",32.3265,-86.3239,1,0
"4337",2097,"3900 Macedonia Drive","Montgomery","2014-03-19","http://www.gunviolencearchive.org/incident/120657",32.2927,-86.2264,1,0
"4338",2112,"2700 West River Street","Anniston","2014-03-19","http://www.gunviolencearchive.org/incident/116841",33.6687,-85.8653,0,0
"4339",2155,"10th Place West","Birmingham","2014-03-20","http://www.gunviolencearchive.org/incident/116854",33.53,-86.8538,1,0
"4340",2178,"Williams Road","Wetumpka","2014-03-20","http://www.gunviolencearchive.org/incident/119541",32.594,-86.1874,0,0
"4341",2192,"","Mobile","2014-03-20","http://www.gunviolencearchive.org/incident/117734",30.6965,-88.044,0,0
"4342",2193,"100 block of Nekoma Drive","Birmingham","2014-03-20","http://www.gunviolencearchive.org/incident/116891",33.6161,-86.6903,0,0
"4343",2196,"","Birmingham","2014-03-20","http://www.gunviolencearchive.org/incident/117728",33.5186,-86.8084,1,0
"4344",2259,"400 block of Highway 72","Huntsville","2014-03-20","http://www.gunviolencearchive.org/incident/116976",34.7062,-86.6748,1,0
"4345",2277,"Lauderdale Street and Memorial Avenue","Selma","2014-03-21","http://www.gunviolencearchive.org/incident/118649",32.4277,-87.0256,0,0
"4346",2309,"66th Court Way South","Birmingham","2014-03-21","http://www.gunviolencearchive.org/incident/117726",33.5434,-86.7273,0,1
"4347",2339,"5103 Colemont Lane","Madison County","2014-03-21","http://www.gunviolencearchive.org/incident/117342",34.7937,-86.5409,0,1
"4348",2432,"2010 Saint Stephens Avenue","Prichard","2014-03-22","http://www.gunviolencearchive.org/incident/117730",30.7094,-88.0806,0,0
"4349",2439,"3211 Springhill Avenue","Mobile","2014-03-22","http://www.gunviolencearchive.org/incident/118660",30.7015,-88.1165,3,0
"4350",2467,"600 block of Spencer Avenue ","Auburn","2014-03-22","http://www.gunviolencearchive.org/incident/118664",32.6192,-85.4911,2,0
"4351",2495,"4500 block of Lakeshore Drive","Millbrook","2014-03-22","http://www.gunviolencearchive.org/incident/117724",32.4679,-86.3553,1,0
"4352",2499,"200 block of Binford Drive","Huntsville","2014-03-22","http://www.gunviolencearchive.org/incident/117714",34.7236,-86.5975,0,0
"4353",2515,"Lower Wetumpka Road","Montgomery","2014-03-23","http://www.gunviolencearchive.org/incident/118651",32.4369,-86.2755,1,0
"4354",2640,"400 block of Edgemont Circle","Huntsville","2014-03-23","http://www.gunviolencearchive.org/incident/118683",34.7686,-86.5761,0,0
"4355",2644,"Melody Road ","Huntsville","2014-03-23","http://www.gunviolencearchive.org/incident/118678",34.7776,-86.5629,0,1
"4356",2666,"Williams Road","Wetumpka","2014-03-24","http://www.gunviolencearchive.org/incident/119556",32.594,-86.1874,0,0
"4357",2668,"North Eclipse Street","Florence","2014-03-24","http://www.gunviolencearchive.org/incident/118215",34.822,-87.6344,1,0
"4358",2676,"1100 block of Third Avenue","Dothan","2014-03-24","http://www.gunviolencearchive.org/incident/118644",31.2083,-85.38,1,0
"4359",2730,"100 3rd Avenue","Chickasaw","2014-03-24","http://www.gunviolencearchive.org/incident/118071",30.7663,-88.0843,0,0
"4360",2762,"1500 block of Sparkman Drive ","Huntsville","2014-03-24","http://www.gunviolencearchive.org/incident/118681",34.7405,-86.6449,0,0
"4361",2766,"Meadow Drive and Wilson Drive","Huntsville","2014-03-24","http://www.gunviolencearchive.org/incident/118672",34.7344,-86.6119,0,0
"4362",2809,"Notasulga Road ","Tallassee","2014-03-25","http://www.gunviolencearchive.org/incident/119563",32.5516,-85.8397,0,0
"4363",2813,"Clark and Owens Streets","Prichard","2014-03-25","http://www.gunviolencearchive.org/incident/119525",30.7273,-88.1001,1,0
"4364",2827,"19th Street ","Bessemer","2014-03-25","http://www.gunviolencearchive.org/incident/118641",33.4365,-86.9144,1,0
"4365",2838,"2800 block of Ross Clark Circle","Dothan","2014-03-25","http://www.gunviolencearchive.org/incident/119569",31.2036,-85.4196,0,0
"4366",2880,"Repoll Road","Mobile","2014-03-25","http://www.gunviolencearchive.org/incident/119523",30.6541,-88.2842,0,1
"4367",2890,"6900 block of Dr. Martin Luther King Boulevard","Fairfield","2014-03-25","http://www.gunviolencearchive.org/incident/125504",33.4707,-86.9117,1,0
"4368",2928,"200 Binford Drive","Huntsville","2014-03-26","http://www.gunviolencearchive.org/incident/118996",34.7233,-86.5972,1,0
"4369",2986,"8400 Airport Blvd","Mobile","2014-03-26","http://www.gunviolencearchive.org/incident/133765",30.6755,-88.246,0,0
"4370",2989,"Windy Willow Loop","Foley","2014-03-26","http://www.gunviolencearchive.org/incident/121243",30.3342,-87.7277,0,0
"4371",2999,"Windy Willow Loop","Foley","2014-03-26","http://www.gunviolencearchive.org/incident/120699",30.3342,-87.7277,0,0
"4372",3011,"500 block of Bridge Avenue","Northport","2014-03-26","http://www.gunviolencearchive.org/incident/119758",33.2189,-87.5745,0,0
"4373",3030,"2264 Mt. Olive Road","Mount Olive","2014-03-26","http://www.gunviolencearchive.org/incident/119764",33.6726,-86.8386,0,0
"4374",3081,"1900 block of Gibbs Dr. ","Montgomery","2014-03-27","http://www.gunviolencearchive.org/incident/119560",32.3588,-86.3358,1,0
"4375",3101,"3600 block of Audubon Road","Montgomery","2014-03-27","http://www.gunviolencearchive.org/incident/119510",32.3374,-86.2908,1,0
